transaction_id,material_id,material_description,material_category,industry_segment,uom,quantity,unit_price,order_value,supplier_id,supplier_name,supplier_country,supplier_quality_tier,source_system,timestamp,created_by,regulatory_flag,criticality_level,is_hazmat,requires_cold_chain,po_number,has_error,correct_uom,error_type
TX02302,MAT2302,Material 2302,CHEMICAL,PHARMA,ML,2684,2101,1330901,SUP221,Supplier2302,USA,A,SAPDEV,2025-10-11 15:56:35,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO002302,1,KG,UOM_MISMATCH
TX02303,MAT2303,Material 2303,CHEMICAL,PHARMA,L,7001,496,3888957,SUP879,Supplier2303,USA,A,SAPDEV,2025-10-11 15:56:35,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO002303,1,KG,UOM_MISMATCH
TX02304,MAT2304,Material 2304,CHEMICAL,PHARMA,PC,6724,2758,3391672,SUP965,Supplier2304,USA,A,SAPDEV,2025-10-11 15:56:35,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO002304,1,KG,UOM_MISMATCH
TX02305,MAT2305,Material 2305,CHEMICAL,PHARMA,PC,2543,2345,3299634,SUP173,Supplier2305,USA,A,SAPDEV,2025-10-11 15:56:35,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO002305,1,KG,UOM_MISMATCH
TX02306,MAT2306,Material 2306,CHEMICAL,PHARMA,BX,6503,249,2925202,SUP485,Supplier2306,USA,A,SAPDEV,2025-10-11 15:56:35,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO002306,1,KG,UOM_MISMATCH
TX02307,MAT2307,Material 2307,CHEMICAL,PHARMA,BX,8761,4157,2924052,SUP611,Supplier2307,USA,A,SAPDEV,2025-10-11 15:56:35,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO002307,0,BX,
TX02308,MAT2308,Material 2308,CHEMICAL,PHARMA,L,4940,1038,839788,SUP769,Supplier2308,USA,A,SAPDEV,2025-10-11 15:56:35,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO002308,1,KG,UOM_MISMATCH
TX02309,MAT2309,Material 2309,CHEMICAL,PHARMA,BX,9492,3522,4534734,SUP815,Supplier2309,USA,A,SAPDEV,2025-10-11 15:56:35,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO002309,1,KG,UOM_MISMATCH
TX02310,MAT2310,Material 2310,CHEMICAL,PHARMA,ML,7519,3812,1196501,SUP820,Supplier2310,USA,A,SAPDEV,2025-10-11 15:56:35,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO002310,0,ML,
TX02311,MAT2311,Material 2311,CHEMICAL,PHARMA,KG,7539,819,3938765,SUP898,Supplier2311,USA,A,SAPDEV,2025-10-11 15:56:35,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO002311,1,KG,UOM_MISMATCH
TX02312,MAT2312,Material 2312,CHEMICAL,PHARMA,L,4693,1870,1243935,SUP802,Supplier2312,USA,A,SAPDEV,2025-10-11 15:56:35,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO002312,1,KG,UOM_MISMATCH
TX02313,MAT2313,Material 2313,CHEMICAL,PHARMA,KG,3348,2554,1018876,SUP506,Supplier2313,USA,A,SAPDEV,2025-10-11 15:56:35,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO002313,0,KG,
TX02314,MAT2314,Material 2314,CHEMICAL,PHARMA,L,9715,3937,4973061,SUP316,Supplier2314,USA,A,SAPDEV,2025-10-11 15:56:35,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO002314,1,KG,UOM_MISMATCH
TX02315,MAT2315,Material 2315,CHEMICAL,PHARMA,ML,962,1221,3087795,SUP872,Supplier2315,USA,A,SAPDEV,2025-10-11 15:56:35,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO002315,0,ML,
TX02316,MAT2316,Material 2316,CHEMICAL,PHARMA,PC,9536,3330,232181,SUP100,Supplier2316,USA,A,SAPDEV,2025-10-11 15:56:35,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO002316,0,PC,
TX02317,MAT2317,Material 2317,CHEMICAL,PHARMA,KG,249,518,1864488,SUP489,Supplier2317,USA,A,SAPDEV,2025-10-11 15:56:35,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO002317,1,KG,UOM_MISMATCH
TX02318,MAT2318,Material 2318,CHEMICAL,PHARMA,KG,3200,1419,3784348,SUP621,Supplier2318,USA,A,SAPDEV,2025-10-11 15:56:35,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO002318,0,KG,
TX02319,MAT2319,Material 2319,CHEMICAL,PHARMA,ML,2504,2121,4615395,SUP824,Supplier2319,USA,A,SAPDEV,2025-10-11 15:56:35,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO002319,1,KG,UOM_MISMATCH
TX02320,MAT2320,Material 2320,CHEMICAL,PHARMA,L,7156,4374,3687005,SUP206,Supplier2320,USA,A,SAPDEV,2025-10-11 15:56:35,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO002320,0,L,
TX02321,MAT2321,Material 2321,CHEMICAL,PHARMA,KG,5552,4605,3017881,SUP423,Supplier2321,USA,A,SAPDEV,2025-10-11 15:56:35,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO002321,1,KG,UOM_MISMATCH
TX02322,MAT2322,Material 2322,CHEMICAL,PHARMA,ML,9265,794,840428,SUP571,Supplier2322,USA,A,SAPDEV,2025-10-11 15:56:35,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO002322,1,KG,UOM_MISMATCH
TX02323,MAT2323,Material 2323,CHEMICAL,PHARMA,BX,9432,554,4235271,SUP515,Supplier2323,USA,A,SAPDEV,2025-10-11 15:56:35,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO002323,1,KG,UOM_MISMATCH
TX02324,MAT2324,Material 2324,CHEMICAL,PHARMA,KG,1363,2551,3505386,SUP392,Supplier2324,USA,A,SAPDEV,2025-10-11 15:56:35,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO002324,0,KG,
TX02325,MAT2325,Material 2325,CHEMICAL,PHARMA,BX,4799,2127,1178566,SUP472,Supplier2325,USA,A,SAPDEV,2025-10-11 15:56:35,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO002325,1,KG,UOM_MISMATCH
TX02326,MAT2326,Material 2326,CHEMICAL,PHARMA,BX,1994,1652,4749796,SUP969,Supplier2326,USA,A,SAPDEV,2025-10-11 15:56:35,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO002326,1,KG,UOM_MISMATCH
TX02327,MAT2327,Material 2327,CHEMICAL,PHARMA,BX,1224,4135,815079,SUP498,Supplier2327,USA,A,SAPDEV,2025-10-11 15:56:35,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO002327,1,KG,UOM_MISMATCH
TX02328,MAT2328,Material 2328,CHEMICAL,PHARMA,KG,8387,2959,1755155,SUP160,Supplier2328,USA,A,SAPDEV,2025-10-11 15:56:35,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO002328,0,KG,
TX02329,MAT2329,Material 2329,CHEMICAL,PHARMA,ML,8067,1655,1392584,SUP578,Supplier2329,USA,A,SAPDEV,2025-10-11 15:56:35,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO002329,1,KG,UOM_MISMATCH
TX02330,MAT2330,Material 2330,CHEMICAL,PHARMA,L,8156,2925,643040,SUP887,Supplier2330,USA,A,SAPDEV,2025-10-11 15:56:35,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO002330,0,L,
TX02331,MAT2331,Material 2331,CHEMICAL,PHARMA,ML,1153,46,1212851,SUP201,Supplier2331,USA,A,SAPDEV,2025-10-11 15:56:35,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO002331,1,KG,UOM_MISMATCH
TX02332,MAT2332,Material 2332,CHEMICAL,PHARMA,PC,2186,380,2456385,SUP972,Supplier2332,USA,A,SAPDEV,2025-10-11 15:56:35,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO002332,1,KG,UOM_MISMATCH
TX02333,MAT2333,Material 2333,CHEMICAL,PHARMA,L,3595,1578,869821,SUP437,Supplier2333,USA,A,SAPDEV,2025-10-11 15:56:35,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO002333,0,L,
TX02334,MAT2334,Material 2334,CHEMICAL,PHARMA,PC,3936,4587,1668034,SUP336,Supplier2334,USA,A,SAPDEV,2025-10-11 15:56:35,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO002334,0,PC,
TX02335,MAT2335,Material 2335,CHEMICAL,PHARMA,L,2591,2547,3423491,SUP815,Supplier2335,USA,A,SAPDEV,2025-10-11 15:56:35,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO002335,1,KG,UOM_MISMATCH
TX02336,MAT2336,Material 2336,CHEMICAL,PHARMA,ML,9458,4751,3584993,SUP649,Supplier2336,USA,A,SAPDEV,2025-10-11 15:56:35,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO002336,0,ML,
TX02337,MAT2337,Material 2337,CHEMICAL,PHARMA,PC,2502,4833,4521512,SUP514,Supplier2337,USA,A,SAPDEV,2025-10-11 15:56:35,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO002337,0,PC,
TX02338,MAT2338,Material 2338,CHEMICAL,PHARMA,PC,850,1000,2182244,SUP935,Supplier2338,USA,A,SAPDEV,2025-10-11 15:56:35,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO002338,0,PC,
TX02339,MAT2339,Material 2339,CHEMICAL,PHARMA,PC,4670,1163,4693561,SUP966,Supplier2339,USA,A,SAPDEV,2025-10-11 15:56:35,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO002339,1,KG,UOM_MISMATCH
TX02340,MAT2340,Material 2340,CHEMICAL,PHARMA,KG,8162,3832,3354519,SUP404,Supplier2340,USA,A,SAPDEV,2025-10-11 15:56:35,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO002340,1,KG,UOM_MISMATCH
TX02341,MAT2341,Material 2341,CHEMICAL,PHARMA,PC,348,3829,4570732,SUP365,Supplier2341,USA,A,SAPDEV,2025-10-11 15:56:35,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO002341,1,KG,UOM_MISMATCH
TX02342,MAT2342,Material 2342,CHEMICAL,PHARMA,BX,3119,2632,372152,SUP186,Supplier2342,USA,A,SAPDEV,2025-10-11 15:56:35,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO002342,0,BX,
TX02343,MAT2343,Material 2343,CHEMICAL,PHARMA,PC,478,448,869584,SUP848,Supplier2343,USA,A,SAPDEV,2025-10-11 15:56:35,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO002343,1,KG,UOM_MISMATCH
TX02344,MAT2344,Material 2344,CHEMICAL,PHARMA,PC,2852,3167,3869407,SUP273,Supplier2344,USA,A,SAPDEV,2025-10-11 15:56:35,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO002344,0,PC,
TX02345,MAT2345,Material 2345,CHEMICAL,PHARMA,PC,3132,510,264044,SUP889,Supplier2345,USA,A,SAPDEV,2025-10-11 15:56:35,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO002345,1,KG,UOM_MISMATCH
TX02346,MAT2346,Material 2346,CHEMICAL,PHARMA,L,7210,2498,4959105,SUP905,Supplier2346,USA,A,SAPDEV,2025-10-11 15:56:35,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO002346,0,L,
TX02347,MAT2347,Material 2347,CHEMICAL,PHARMA,PC,9497,68,1029745,SUP923,Supplier2347,USA,A,SAPDEV,2025-10-11 15:56:35,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO002347,0,PC,
TX02348,MAT2348,Material 2348,CHEMICAL,PHARMA,BX,2886,1308,762737,SUP864,Supplier2348,USA,A,SAPDEV,2025-10-11 15:56:35,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO002348,1,KG,UOM_MISMATCH
TX02349,MAT2349,Material 2349,CHEMICAL,PHARMA,PC,6624,2578,18091,SUP369,Supplier2349,USA,A,SAPDEV,2025-10-11 15:56:35,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO002349,0,PC,
TX02350,MAT2350,Material 2350,CHEMICAL,PHARMA,PC,5308,757,1914484,SUP602,Supplier2350,USA,A,SAPDEV,2025-10-11 15:56:35,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO002350,1,KG,UOM_MISMATCH
TX02351,MAT2351,Material 2351,CHEMICAL,PHARMA,L,6477,1954,1443559,SUP872,Supplier2351,USA,A,SAPDEV,2025-10-11 15:56:35,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO002351,1,KG,UOM_MISMATCH
TX02352,MAT2352,Material 2352,CHEMICAL,PHARMA,BX,471,3760,2357289,SUP519,Supplier2352,USA,A,SAPDEV,2025-10-11 15:56:35,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO002352,0,BX,
TX02353,MAT2353,Material 2353,CHEMICAL,PHARMA,ML,1608,1671,1688067,SUP251,Supplier2353,USA,A,SAPDEV,2025-10-11 15:56:35,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO002353,0,ML,
TX02354,MAT2354,Material 2354,CHEMICAL,PHARMA,L,4876,2684,410433,SUP398,Supplier2354,USA,A,SAPDEV,2025-10-11 15:56:35,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO002354,1,KG,UOM_MISMATCH
TX02355,MAT2355,Material 2355,CHEMICAL,PHARMA,BX,4880,2886,1420353,SUP123,Supplier2355,USA,A,SAPDEV,2025-10-11 15:56:35,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO002355,1,KG,UOM_MISMATCH
TX02356,MAT2356,Material 2356,CHEMICAL,PHARMA,L,2093,4877,3779295,SUP595,Supplier2356,USA,A,SAPDEV,2025-10-11 15:56:35,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO002356,1,KG,UOM_MISMATCH
TX02357,MAT2357,Material 2357,CHEMICAL,PHARMA,BX,6803,1497,807728,SUP174,Supplier2357,USA,A,SAPDEV,2025-10-11 15:56:35,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO002357,1,KG,UOM_MISMATCH
TX02358,MAT2358,Material 2358,CHEMICAL,PHARMA,BX,6372,1126,289463,SUP482,Supplier2358,USA,A,SAPDEV,2025-10-11 15:56:35,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO002358,0,BX,
TX02359,MAT2359,Material 2359,CHEMICAL,PHARMA,L,3883,1709,2354011,SUP519,Supplier2359,USA,A,SAPDEV,2025-10-11 15:56:35,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO002359,0,L,
TX02360,MAT2360,Material 2360,CHEMICAL,PHARMA,BX,6146,181,4187341,SUP754,Supplier2360,USA,A,SAPDEV,2025-10-11 15:56:35,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO002360,0,BX,
TX02361,MAT2361,Material 2361,CHEMICAL,PHARMA,L,5155,524,1450128,SUP277,Supplier2361,USA,A,SAPDEV,2025-10-11 15:56:35,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO002361,0,L,
TX02362,MAT2362,Material 2362,CHEMICAL,PHARMA,BX,2549,1163,3523668,SUP528,Supplier2362,USA,A,SAPDEV,2025-10-11 15:56:35,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO002362,0,BX,
TX02363,MAT2363,Material 2363,CHEMICAL,PHARMA,ML,7046,2566,4956839,SUP230,Supplier2363,USA,A,SAPDEV,2025-10-11 15:56:35,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO002363,1,KG,UOM_MISMATCH
TX02364,MAT2364,Material 2364,CHEMICAL,PHARMA,L,3634,1120,3210261,SUP486,Supplier2364,USA,A,SAPDEV,2025-10-11 15:56:35,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO002364,0,L,
TX02365,MAT2365,Material 2365,CHEMICAL,PHARMA,BX,5513,4247,3497989,SUP139,Supplier2365,USA,A,SAPDEV,2025-10-11 15:56:35,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO002365,0,BX,
TX02366,MAT2366,Material 2366,CHEMICAL,PHARMA,KG,2488,2435,1989260,SUP826,Supplier2366,USA,A,SAPDEV,2025-10-11 15:56:35,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO002366,1,KG,UOM_MISMATCH
TX02367,MAT2367,Material 2367,CHEMICAL,PHARMA,PC,6359,3242,1615982,SUP839,Supplier2367,USA,A,SAPDEV,2025-10-11 15:56:35,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO002367,0,PC,
TX02368,MAT2368,Material 2368,CHEMICAL,PHARMA,KG,7861,662,3219129,SUP792,Supplier2368,USA,A,SAPDEV,2025-10-11 15:56:35,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO002368,1,KG,UOM_MISMATCH
TX02369,MAT2369,Material 2369,CHEMICAL,PHARMA,KG,9778,2541,4992454,SUP577,Supplier2369,USA,A,SAPDEV,2025-10-11 15:56:35,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO002369,1,KG,UOM_MISMATCH
TX02370,MAT2370,Material 2370,CHEMICAL,PHARMA,BX,7964,3713,2975364,SUP932,Supplier2370,USA,A,SAPDEV,2025-10-11 15:56:35,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO002370,1,KG,UOM_MISMATCH
TX02371,MAT2371,Material 2371,CHEMICAL,PHARMA,ML,5326,4819,845340,SUP224,Supplier2371,USA,A,SAPDEV,2025-10-11 15:56:35,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO002371,1,KG,UOM_MISMATCH
TX02372,MAT2372,Material 2372,CHEMICAL,PHARMA,ML,873,3932,2009748,SUP135,Supplier2372,USA,A,SAPDEV,2025-10-11 15:56:35,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO002372,0,ML,
TX02373,MAT2373,Material 2373,CHEMICAL,PHARMA,ML,7153,2218,4847720,SUP609,Supplier2373,USA,A,SAPDEV,2025-10-11 15:56:35,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO002373,0,ML,
TX02374,MAT2374,Material 2374,CHEMICAL,PHARMA,KG,532,2056,1993125,SUP201,Supplier2374,USA,A,SAPDEV,2025-10-11 15:56:35,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO002374,1,KG,UOM_MISMATCH
TX02375,MAT2375,Material 2375,CHEMICAL,PHARMA,BX,291,3182,3094838,SUP191,Supplier2375,USA,A,SAPDEV,2025-10-11 15:56:35,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO002375,0,BX,
TX02376,MAT2376,Material 2376,CHEMICAL,PHARMA,KG,9537,3420,3820913,SUP786,Supplier2376,USA,A,SAPDEV,2025-10-11 15:56:35,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO002376,0,KG,
TX02377,MAT2377,Material 2377,CHEMICAL,PHARMA,KG,6492,4147,2577558,SUP686,Supplier2377,USA,A,SAPDEV,2025-10-11 15:56:35,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO002377,0,KG,
TX02378,MAT2378,Material 2378,CHEMICAL,PHARMA,L,7882,3180,3993963,SUP678,Supplier2378,USA,A,SAPDEV,2025-10-11 15:56:35,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO002378,1,KG,UOM_MISMATCH
TX02379,MAT2379,Material 2379,CHEMICAL,PHARMA,PC,2271,1673,4800070,SUP686,Supplier2379,USA,A,SAPDEV,2025-10-11 15:56:35,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO002379,0,PC,
TX02380,MAT2380,Material 2380,CHEMICAL,PHARMA,PC,5751,1057,1560579,SUP512,Supplier2380,USA,A,SAPDEV,2025-10-11 15:56:35,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO002380,1,KG,UOM_MISMATCH
TX02381,MAT2381,Material 2381,CHEMICAL,PHARMA,BX,110,4615,1039055,SUP710,Supplier2381,USA,A,SAPDEV,2025-10-11 15:56:35,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO002381,0,BX,
TX02382,MAT2382,Material 2382,CHEMICAL,PHARMA,ML,4910,61,2631129,SUP356,Supplier2382,USA,A,SAPDEV,2025-10-11 15:56:35,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO002382,1,KG,UOM_MISMATCH
TX02383,MAT2383,Material 2383,CHEMICAL,PHARMA,ML,7526,4729,1473454,SUP613,Supplier2383,USA,A,SAPDEV,2025-10-11 15:56:35,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO002383,0,ML,
TX02384,MAT2384,Material 2384,CHEMICAL,PHARMA,BX,5478,4795,4138100,SUP577,Supplier2384,USA,A,SAPDEV,2025-10-11 15:56:35,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO002384,0,BX,
TX02385,MAT2385,Material 2385,CHEMICAL,PHARMA,L,8254,3214,2621859,SUP595,Supplier2385,USA,A,SAPDEV,2025-10-11 15:56:35,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO002385,1,KG,UOM_MISMATCH
TX02386,MAT2386,Material 2386,CHEMICAL,PHARMA,KG,6254,4442,4926478,SUP446,Supplier2386,USA,A,SAPDEV,2025-10-11 15:56:35,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO002386,0,KG,
TX02387,MAT2387,Material 2387,CHEMICAL,PHARMA,L,2988,1040,4627738,SUP403,Supplier2387,USA,A,SAPDEV,2025-10-11 15:56:35,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO002387,0,L,
TX02388,MAT2388,Material 2388,CHEMICAL,PHARMA,KG,4676,2921,4787106,SUP682,Supplier2388,USA,A,SAPDEV,2025-10-11 15:56:35,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO002388,0,KG,
TX02389,MAT2389,Material 2389,CHEMICAL,PHARMA,PC,9945,4655,990080,SUP340,Supplier2389,USA,A,SAPDEV,2025-10-11 15:56:35,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO002389,1,KG,UOM_MISMATCH
TX02390,MAT2390,Material 2390,CHEMICAL,PHARMA,PC,9203,2878,2517815,SUP664,Supplier2390,USA,A,SAPDEV,2025-10-11 15:56:35,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO002390,1,KG,UOM_MISMATCH
TX02391,MAT2391,Material 2391,CHEMICAL,PHARMA,KG,9746,2357,2287033,SUP836,Supplier2391,USA,A,SAPDEV,2025-10-11 15:56:35,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO002391,1,KG,UOM_MISMATCH
TX02392,MAT2392,Material 2392,CHEMICAL,PHARMA,BX,9367,602,746192,SUP654,Supplier2392,USA,A,SAPDEV,2025-10-11 15:56:35,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO002392,0,BX,
TX02393,MAT2393,Material 2393,CHEMICAL,PHARMA,ML,6249,973,1000861,SUP979,Supplier2393,USA,A,SAPDEV,2025-10-11 15:56:35,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO002393,1,KG,UOM_MISMATCH
TX02394,MAT2394,Material 2394,CHEMICAL,PHARMA,BX,9635,4152,2238137,SUP118,Supplier2394,USA,A,SAPDEV,2025-10-11 15:56:35,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO002394,0,BX,
TX02395,MAT2395,Material 2395,CHEMICAL,PHARMA,PC,347,1907,3219282,SUP413,Supplier2395,USA,A,SAPDEV,2025-10-11 15:56:35,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO002395,0,PC,
TX02396,MAT2396,Material 2396,CHEMICAL,PHARMA,KG,972,4151,2457314,SUP125,Supplier2396,USA,A,SAPDEV,2025-10-11 15:56:35,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO002396,0,KG,
TX02397,MAT2397,Material 2397,CHEMICAL,PHARMA,KG,2842,1504,894456,SUP947,Supplier2397,USA,A,SAPDEV,2025-10-11 15:56:35,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO002397,1,KG,UOM_MISMATCH
TX02398,MAT2398,Material 2398,CHEMICAL,PHARMA,BX,3749,4837,4646287,SUP200,Supplier2398,USA,A,SAPDEV,2025-10-11 15:56:35,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO002398,0,BX,
TX02399,MAT2399,Material 2399,CHEMICAL,PHARMA,ML,6180,3587,2352452,SUP980,Supplier2399,USA,A,SAPDEV,2025-10-11 15:56:35,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO002399,0,ML,
TX02400,MAT2400,Material 2400,CHEMICAL,PHARMA,PC,9021,97,800144,SUP541,Supplier2400,USA,A,SAPDEV,2025-10-11 15:56:35,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO002400,1,KG,UOM_MISMATCH
TX02401,MAT2401,Material 2401,CHEMICAL,PHARMA,PC,8730,1448,183874,SUP168,Supplier2401,USA,A,SAPDEV,2025-10-11 15:56:35,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO002401,0,PC,
TX02402,MAT2402,Material 2402,CHEMICAL,PHARMA,KG,6329,3629,2993594,SUP899,Supplier2402,USA,A,SAPDEV,2025-10-11 15:56:35,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO002402,0,KG,
TX02403,MAT2403,Material 2403,CHEMICAL,PHARMA,KG,9884,593,339858,SUP552,Supplier2403,USA,A,SAPDEV,2025-10-11 15:56:35,julie.mirambo@milliporesigma.com,FALSE,MEDIUM,FALSE,FALSE,PO002403,1,KG,UOM_MISMATCH
